50,49,50,50,52,49,50,60,60,59,60,59,63,61,63,61,62,58,59,60,57,61,60,59,60,60,60,60,58,60,60,55,53,64,63,65,66,65,65,52,53,54,52,45,45,45,45,45,45,45,45,45,45,45,44,45,51,51,63,64,65,64,61,58,62,66,62,72,74,74,71,72,72,71,70,69,70,71,70,69,71,71,71,70,72,72,71,72,72,73,73,72,72,74,71,71,69,69,64,58,54,47,45,43,45,47,48,48,48,47,47,49,50,48,48,49,50,56,64,68,68,68,67,65,66,63,64,61,64,63,65,65,65,66,67,68,66,68,61,67,68,65,66,67,66,68,68,55,45,45,45,45,44,45,45,45,46,50,38,48,
59
